CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,Y,clr,clf,clv,rfv,cluster
6565,1146,91,76,125,97.33333333333333,25.106440076867397,575,8,1787.08,NA,1,2,1,4,baixo valor
6566,1147,561,7,13,193.66666666666666,318.13414361450316,57,16,13157.25,NA,3,2,1,6,médio valor
6567,1147,88,3,3,31.333333333333332,49.07477288111819,856,15,9297.35,NA,1,2,1,4,baixo valor
6570,1136,7,10,1,6,4.58257569495584,397,106,36695.62,NA,3,1,1,5,médio valor
6576,1136,156,28,3,62.333333333333336,82.07516879868925,42,23,31168.74,NA,3,2,1,6,médio valor
6581,1106,2,13,15,10,7,985,16,13161.82,NA,1,2,1,4,baixo valor
6584,1128,33,23,9,21.666666666666668,12.055427546683417,7,22,26348.7,NA,3,2,1,6,médio valor
6591,1114,11,1,1,4.333333333333333,5.773502691896258,44,62,31141.94,NA,3,1,1,5,médio valor
6592,1115,740,43,23,268.6666666666667,408.3091149280571,309,4,1356.3,NA,3,2,1,6,médio valor
6593,1114,53,10,548,203.66666666666666,298.97547279556784,390,5,3616.85,NA,3,2,1,6,médio valor
6594,1111,9,26,20,18.333333333333332,8.621678104251709,714,32,9673.01,NA,1,2,1,4,baixo valor
6597,1113,29,12,9,16.666666666666668,10.785793124908958,6,101,54939.03,34,3,1,1,5,médio valor
6598,1094,8,7,7,7.333333333333333,0.5773502691896257,169,15,8831.85,NA,3,2,1,6,médio valor
6600,1064,50,34,30,38,10.583005244258363,847,8,1759.34,NA,1,2,1,4,baixo valor
6601,1093,22,12,9,14.333333333333334,6.8068592855540455,1050,4,920.02,NA,1,2,1,4,baixo valor
6603,1105,161,33,14,69.33333333333333,79.95206897468842,267,13,27506.5,294,3,2,1,6,médio valor
6605,1105,22,91,68,60.333333333333336,35.13308032799477,7,10,7301.14,26,3,2,1,6,médio valor
6606,1105,57,21,7,28.333333333333332,25.794056162870806,0,41,37237.07,27,3,2,1,6,médio valor
6610,1092,15,6,11,10.666666666666666,4.509249752822894,386,9,4172.38,NA,3,2,1,6,médio valor
6611,1099,7,7,7,7,0,2,118,56244.83,7,3,1,1,5,médio valor
6615,1093,18,13,5,12,6.557438524302,712,24,9373.58,NA,1,2,1,4,baixo valor
6617,1093,2,864,185,350.3333333333333,454.16113146474055,42,4,1562.65,NA,3,2,1,6,médio valor
6618,1092,34,63,37,44.666666666666664,15.947831618540915,7,21,23165.67,NA,3,2,1,6,médio valor
6624,1065,7,55,29,30.333333333333332,24.027761721253466,744,7,1869.91,NA,1,2,1,4,baixo valor
6626,1091,2,1,27,10,14.730919862656235,1021,5,4716,NA,1,2,1,4,baixo valor
6627,1090,3,4,30,12.333333333333334,15.30795000427338,797,22,8644.17,NA,1,2,1,4,baixo valor
6628,1090,182,1,17,66.66666666666667,100.20146372849717,747,8,5928.1,NA,1,2,1,4,baixo valor
6629,1059,71,76,14,53.666666666666664,34.44318994131254,798,6,1721.58,NA,1,2,1,4,baixo valor
6631,1090,224,245,226,231.66666666666666,11.590225767142474,160,5,891.44,NA,3,2,1,6,médio valor
6635,1086,72,25,44,47,23.643180835073778,805,14,2938.73,NA,1,2,1,4,baixo valor
6636,1085,14,5,1,6.666666666666667,6.658328118479393,931,16,5668.8,NA,1,2,1,4,baixo valor
6638,1085,40,26,30,32,7.211102550927978,849,8,2276.11,NA,1,2,1,4,baixo valor
6642,1036,50,31,37,39.333333333333336,9.71253485622231,918,4,536.8,NA,1,2,1,4,baixo valor
6645,992,7,5,1,4.333333333333333,3.0550504633038935,945,5,1444.2,NA,1,2,1,4,baixo valor
6646,1079,39,23,57,39.666666666666664,17.009801096230763,709,5,7437.01,NA,1,2,1,4,baixo valor
6651,1069,201,120,243,188,62.52199612936234,505,4,762.27,NA,3,2,1,6,médio valor
6652,518,3,10,15,9.333333333333334,6.027713773341708,468,6,2638.94,NA,3,2,1,6,médio valor
6657,1071,47,10,20,25.666666666666668,19.139836293274122,50,56,254249.07,65,3,1,2,6,médio valor
6658,1071,6,15,16,12.333333333333334,5.507570547286102,868,13,7016.8,NA,1,2,1,4,baixo valor
6663,1065,23,18,23,21.333333333333332,2.886751345948129,714,19,7007.18,NA,1,2,1,4,baixo valor
6666,1065,22,100,26,49.333333333333336,43.92417709341102,811,7,1303.32,NA,1,2,1,4,baixo valor
6667,995,201,44,161,135.33333333333334,81.58635506831601,274,9,3413.49,NA,3,2,1,6,médio valor
6669,1049,98,28,35,53.666666666666664,38.552993831002716,804,5,1808.98,NA,1,2,1,4,baixo valor
6671,1064,7,34,14,18.333333333333332,14.011899704655802,8,26,21142.27,16,3,2,1,6,médio valor
6673,1064,70,14,29,37.666666666666664,28.98850346832919,658,8,4341.8,NA,1,2,1,4,baixo valor
6674,481,33,48,20,33.666666666666664,14.011899704655802,324,7,5978.139999999999,NA,3,2,1,6,médio valor
6679,636,27,53,53,44.333333333333336,15.01110699893027,184,10,2266.83,NA,3,2,1,6,médio valor
6682,1058,27,22,11,20,8.18535277187245,723,30,15572.44,NA,1,2,1,4,baixo valor
6684,1057,244,78,112,144.66666666666666,87.68884383622202,513,5,1109.22,NA,3,2,1,6,médio valor
6685,1057,43,70,291,134.66666666666666,136.0600357685288,378,11,2947.59,NA,3,2,1,6,médio valor
6688,1056,10,30,55,31.666666666666668,22.54624876411447,2,17,24981.2,31,3,2,1,6,médio valor
6689,1056,6,4,29,13,13.892443989449804,2,28,45376.5,17,3,2,1,6,médio valor
6690,1056,6,4,4,4.666666666666667,1.1547005383792515,2,32,34151.55,31,3,2,1,6,médio valor
6691,1056,10,29,1,13.333333333333334,14.294521094927712,2,24,22514.12,42,3,2,1,6,médio valor
6692,1049,10,30,28,22.666666666666668,11.015141094572204,2,24,24386.79,31,3,2,1,6,médio valor
6693,1056,3,17,25,15,11.135528725660043,100,101,74680.59,NA,3,1,1,5,médio valor
6695,1049,14,105,776,298.3333333333333,416.16623281248246,49,7,2608.34,69,3,2,1,6,médio valor
6696,1052,214,158,155,175.66666666666666,33.231511150312336,516,5,6472,NA,3,2,1,6,médio valor
6701,1051,70,65,5,46.666666666666664,36.17089069035117,35,45,19460.22,36,3,2,1,6,médio valor
6702,1051,69,90,29,62.666666666666664,30.98924544633724,464,11,5272.7,NA,3,2,1,6,médio valor
6704,975,286,56,57,133,132.5028301584536,576,4,483.9,NA,1,2,1,4,baixo valor
6708,1048,57,48,42,49,7.54983443527075,14,41,36720.66,NA,3,2,1,6,médio valor
6710,1049,141,39,64,81.33333333333333,53.163270528940686,217,27,6928.1900000000005,NA,3,2,1,6,médio valor
6711,1048,21,14,53,29.333333333333332,20.79262689833426,680,15,6956.51,NA,1,2,1,4,baixo valor
6712,995,67,33,16,38.666666666666664,25.967928938083094,33,45,12232.7,NA,3,2,1,6,médio valor
6716,1045,15,33,14,20.666666666666668,10.692676621563626,749,8,3348.92,NA,1,2,1,4,baixo valor
6717,1043,17,34,21,24,8.888194417315589,971,4,6089,NA,1,2,1,4,baixo valor
6718,1045,106,119,43,89.33333333333333,40.64890322423636,160,7,9701.1,NA,3,2,1,6,médio valor
6719,1045,5,1,21,9,10.583005244258363,869,10,6944.36,NA,1,2,1,4,baixo valor
6720,1042,108,14,14,45.333333333333336,54.270925303824825,517,25,7200.51,NA,3,2,1,6,médio valor
6722,1031,20,28,28,25.333333333333332,4.618802153517006,9,54,35413.86,14,3,2,1,6,médio valor
6723,1044,69,40,14,41,27.51363298439521,716,7,1243.97,NA,1,2,1,4,baixo valor
6726,1043,36,8,47,30.333333333333332,20.108041509140897,922,5,5158.7,NA,1,2,1,4,baixo valor
6727,959,64,9,33,35.333333333333336,27.57414247684474,706,21,10737.1,NA,1,2,1,4,baixo valor
6729,894,13,34,2,16.333333333333332,16.258331197676263,9,76,123763.67,29,3,1,2,6,médio valor
6732,1041,17,13,12,14,2.6457513110645907,971,6,11416.9,NA,1,2,1,4,baixo valor
6737,1031,106,55,92,84.33333333333333,26.350205565295564,41,9,3019.19,NA,3,2,1,6,médio valor
6742,1031,99,76,26,67,37.322915213043046,617,15,13453.67,NA,1,2,1,4,baixo valor
6743,1037,9,7,6,7.333333333333333,1.5275252316519468,840,20,6866.2300000000005,NA,1,2,1,4,baixo valor
6748,1029,297,159,84,180,108.04165863221463,215,9,4208.7,NA,3,2,1,6,médio valor
6751,1035,37,36,96,56.333333333333336,34.35597958628648,866,4,2445.3599999999997,NA,1,2,1,4,baixo valor
6753,1027,7,5,2,4.666666666666667,2.516611478423583,1,130,210389.19,7,3,1,2,6,médio valor
6754,574,191,19,23,77.66666666666667,98.16992071573316,6,14,9200.54,29,3,2,1,6,médio valor
6755,1027,96,73,129,99.33333333333333,28.148416178061126,568,6,3148.75,NA,3,2,1,6,médio valor
6759,1028,7,34,22,21,13.527749258468683,965,4,1564.31,NA,1,2,1,4,baixo valor
6762,1027,7,5,8,6.666666666666667,1.5275252316519468,513,55,20706.19,NA,3,2,1,6,médio valor
6764,1028,21,13,42,25.333333333333332,14.977761292440647,15,26,18363.78,24,3,2,1,6,médio valor
6768,1028,238,8,198,148,122.88205727444507,20,14,11723.68,NA,3,2,1,6,médio valor
6770,1028,47,24,41,37.333333333333336,11.930353445448855,49,20,20617.46,77,3,2,1,6,médio valor
6772,1027,6,106,15,42.333333333333336,55.32027958473577,29,35,114243.48,65,3,2,2,7,alto valor
6773,928,13,1,13,9,6.928203230275509,742,16,4764.24,NA,1,2,1,4,baixo valor
6774,1023,14,25,22,20.333333333333332,5.686240703077327,9,54,14106.8,15,3,2,1,6,médio valor
6775,1024,46,9,135,63.333333333333336,64.76367294504948,246,9,2396.56,NA,3,2,1,6,médio valor
6777,874,33,92,9,44.666666666666664,42.71221527073178,645,5,1543.77,NA,1,2,1,4,baixo valor
6779,1001,35,27,31,31,4,0,28,16438.58,27,3,2,1,6,médio valor
6780,1023,7,7,7,7,0,960,7,2549.08,NA,1,2,1,4,baixo valor
6783,1022,27,28,25,26.666666666666668,1.5275252316519468,867,11,3532.81,NA,1,2,1,4,baixo valor
6784,1016,15,57,14,28.666666666666668,24.54248017893329,840,10,7402.72,NA,1,2,1,4,baixo valor
6785,1022,3,21,5,9.666666666666666,9.865765724632494,20,73,24445.45,67,3,1,1,5,médio valor
6790,1022,23,21,48,30.666666666666668,15.044378795195678,811,12,31357.93,NA,1,2,1,4,baixo valor
6792,996,19,87,8,38,42.790185790669334,609,15,4263.74,NA,1,2,1,4,baixo valor
6793,1021,128,59,100,95.66666666666667,34.70350606687072,637,6,1199.97,NA,1,2,1,4,baixo valor
6794,1020,10,309,21,113.33333333333333,169.54153866629068,254,29,52063.12,NA,3,2,1,6,médio valor
6796,1020,21,25,28,24.666666666666668,3.5118845842842465,212,45,19429.2,NA,3,2,1,6,médio valor
6799,932,3,7,34,14.666666666666666,16.862186493255653,278,57,133600.24,NA,3,1,2,6,médio valor
6801,1017,36,41,28,35,6.557438524302,519,18,10968.97,NA,3,2,1,6,médio valor
6805,1017,14,4,75,31,38.43175770115127,698,14,7824.19,NA,1,2,1,4,baixo valor
6806,1014,51,35,34,40,9.539392014169456,21,58,28600.27,26,3,1,1,5,médio valor
6807,980,35,76,34,48.333333333333336,23.96525262402492,786,6,1428.52,NA,1,2,1,4,baixo valor
6808,995,34,35,68,45.666666666666664,19.347695814575268,569,10,1838.1100000000001,NA,3,2,1,6,médio valor
6809,322,43,1,26,23.333333333333332,21.1266025033211,252,4,1332.07,NA,3,2,1,6,médio valor
6812,1015,21,29,6,18.666666666666668,11.67618659209133,868,8,5161,NA,1,2,1,4,baixo valor
6813,1016,7,224,48,93,115.28659939472584,737,4,1142,NA,1,2,1,4,baixo valor
6818,1016,38,18,66,40.666666666666664,24.110855093366833,894,4,884.0799999999999,NA,1,2,1,4,baixo valor
6820,498,12,15,22,16.333333333333332,5.131601439446884,245,13,72305.28,NA,3,2,1,6,médio valor
6822,1006,8,41,10,19.666666666666668,18.502252115170556,201,60,13232.31,NA,3,1,1,5,médio valor
6823,1014,21,13,9,14.333333333333334,6.110100926607787,6,58,24593.14,7,3,1,1,5,médio valor
6825,925,47,71,44,54,14.798648586948742,715,7,2842.85,NA,1,2,1,4,baixo valor
6827,1014,5,1,8,4.666666666666667,3.5118845842842465,9,78,91879.54,56,3,1,1,5,médio valor
6828,1014,28,35,82,48.333333333333336,29.36551265231604,91,27,19407.66,NA,3,2,1,6,médio valor
6829,1014,28,35,28,30.333333333333332,4.041451884327381,91,30,35002.3,NA,3,2,1,6,médio valor
6833,987,20,7,9,12,7,897,7,3574,NA,1,2,1,4,baixo valor
6836,1009,25,7,30,20.666666666666668,12.096831541082704,786,10,4361.05,NA,1,2,1,4,baixo valor
6837,994,22,51,48,40.333333333333336,15.947831618540915,27,26,10817.65,33,3,2,1,6,médio valor
6838,1009,34,23,8,21.666666666666668,13.051181300301263,867,11,14530.3,NA,1,2,1,4,baixo valor
6840,1008,5,15,13,11,5.291502622129181,2,64,69449.35,4,3,1,1,5,médio valor
6842,1007,54,44,160,86,64.28063471995279,471,7,8275.77,NA,3,2,1,6,médio valor
6843,967,20,5,18,14.333333333333334,8.144527815247077,624,31,13643.45,NA,1,2,1,4,baixo valor
6846,950,6,28,23,19,11.532562594670797,13,19,28217.91,28,3,2,1,6,médio valor
6852,1001,422,4,2,142.66666666666666,241.9118296680287,482,6,12803,NA,3,2,1,6,médio valor
6854,1000,22,28,17,22.333333333333332,5.507570547286102,467,24,10164.57,NA,3,2,1,6,médio valor
6855,1000,66,30,37,44.333333333333336,19.087517736293876,471,13,3157.85,NA,3,2,1,6,médio valor
6857,1000,26,29,30,28.333333333333332,2.0816659994661326,98,25,121826.74,NA,3,2,2,7,alto valor
6858,1000,13,27,125,55,61.02458520956943,835,4,1052.54,NA,1,2,1,4,baixo valor
6859,971,13,13,28,18,8.660254037844387,910,5,10635,NA,1,2,1,4,baixo valor
6860,996,1,56,16,24.333333333333332,28.431203515386635,755,9,9766,NA,1,2,1,4,baixo valor
6862,996,26,16,29,23.666666666666668,6.8068592855540455,232,30,3729.58,NA,3,2,1,6,médio valor
6866,994,216,19,18,84.33333333333333,114.02777439436996,715,5,2588.9,NA,1,2,1,4,baixo valor
6867,993,28,35,35,32.666666666666664,4.041451884327381,512,13,19880.88,NA,3,2,1,6,médio valor
6874,988,33,22,9,21.333333333333332,12.013880860626733,1,37,17344.18,28,3,2,1,6,médio valor
6876,988,18,41,48,35.666666666666664,15.695009822658072,530,10,3373.3199999999997,NA,3,2,1,6,médio valor
6880,986,66,50,39,51.666666666666664,13.576941236277534,418,24,7550.38,NA,3,2,1,6,médio valor
6881,986,49,71,70,63.333333333333336,12.42309676905615,49,29,13051.47,96,3,2,1,6,médio valor
6882,986,70,77,77,74.66666666666667,4.041451884327381,281,15,7829.22,NA,3,2,1,6,médio valor
6883,924,7,20,7,11.333333333333334,7.505553499465135,539,28,8883.21,NA,3,2,1,6,médio valor
6893,833,24,28,9,20.333333333333332,10.016652800877813,289,21,19881.68,NA,3,2,1,6,médio valor
6894,958,8,133,36,59,65.5972560401729,56,24,24597.5,NA,3,2,1,6,médio valor
6895,855,34,21,37,30.666666666666668,8.504900548115382,742,5,2321.5,NA,1,2,1,4,baixo valor
6896,855,64,60,41,55,12.288205727444508,610,6,9416.3,NA,1,2,1,4,baixo valor
6897,959,84,49,7,46.666666666666664,38.552993831002716,266,24,9894.83,NA,3,2,1,6,médio valor
6898,922,318,31,169,172.66666666666666,143.53512926574223,139,17,24274.41,NA,3,2,1,6,médio valor
6899,828,63,36,27,42,18.734993995195193,680,5,3520.92,NA,1,2,1,4,baixo valor
6902,975,84,46,33,54.333333333333336,26.501572280401277,467,19,4808.8,NA,3,2,1,6,médio valor
6903,978,203,40,24,89,99.05049217444606,133,14,17710.3,NA,3,2,1,6,médio valor
6908,971,55,22,14,30.333333333333332,21.73323108360405,413,18,62445,NA,3,2,1,6,médio valor
6912,971,1,5,5,3.6666666666666665,2.309401076758503,379,61,23852.829999999998,NA,3,1,1,5,médio valor
6913,974,435,8,76,173,229.43190710971305,49,15,19499.09,NA,3,2,1,6,médio valor
6914,973,23,110,42,58.333333333333336,45.74203027122138,28,17,8957.43,NA,3,2,1,6,médio valor
6915,973,117,471,187,258.3333333333333,187.47088662865318,155,5,2046.6,NA,3,2,1,6,médio valor
6918,974,76,133,35,81.33333333333333,49.21720566360237,64,24,13821.43,NA,3,2,1,6,médio valor
6922,973,2,6,14,7.333333333333333,6.110100926607787,313,17,6492.65,NA,3,2,1,6,médio valor
6923,973,48,1,33,27.333333333333332,24.00694344004112,0,26,6670.9,27,3,2,1,6,médio valor
6927,825,27,48,29,34.666666666666664,11.590225767142474,43,83,68220.16,NA,3,1,1,5,médio valor
6930,792,49,21,22,30.666666666666668,15.88500340992514,328,23,8789.92,NA,3,2,1,6,médio valor
6931,964,13,15,11,13,2,610,72,38074.84,NA,1,1,1,3,baixo valor
6939,967,26,35,20,27,7.54983443527075,470,22,7162.88,NA,3,2,1,6,médio valor
6941,966,22,66,35,41,22.60530911091463,575,6,2188.72,NA,1,2,1,4,baixo valor
6942,964,83,62,19,54.666666666666664,32.624121954978854,786,5,1404,NA,1,2,1,4,baixo valor
6943,896,20,20,29,23,5.196152422706632,652,5,1839.6399999999999,NA,1,2,1,4,baixo valor
6944,966,97,36,29,54,37.403208418530085,560,11,8441.96,NA,3,2,1,6,médio valor
6945,966,50,40,13,34.333333333333336,19.139836293274122,22,46,14049.94,29,3,2,1,6,médio valor
6946,965,37,26,43,35.333333333333336,8.621678104251709,777,6,4994.93,NA,1,2,1,4,baixo valor
6948,961,21,28,7,18.666666666666668,10.692676621563626,882,6,3059.35,NA,1,2,1,4,baixo valor
6949,959,55,28,77,53.333333333333336,24.54248017893329,750,5,1640.3400000000001,NA,1,2,1,4,baixo valor
6955,959,11,24,27,20.666666666666668,8.504900548115382,897,4,715.45,NA,1,2,1,4,baixo valor
6956,959,6,7,7,6.666666666666667,0.5773502691896257,1,105,46048.92,8,3,1,1,5,médio valor
6957,959,28,29,42,33,7.810249675906654,736,11,2474.52,NA,1,2,1,4,baixo valor
6958,958,21,13,8,14,6.557438524302,904,5,1545.44,NA,1,2,1,4,baixo valor
6959,958,56,32,49,45.666666666666664,12.342339054382412,652,6,1608.58,NA,1,2,1,4,baixo valor
6960,958,185,6,41,77.33333333333333,94.87008660970714,250,8,1720.42,NA,3,2,1,6,médio valor
6961,958,23,68,56,49,23.302360395462088,811,4,787.88,NA,1,2,1,4,baixo valor
6963,925,21,23,20,21.333333333333332,1.5275252316519468,742,9,3247.44,NA,1,2,1,4,baixo valor
6965,954,7,4,17,9.333333333333334,6.8068592855540455,44,37,32546.28,84,3,2,1,6,médio valor
6967,939,74,30,21,41.666666666666664,28.36077102854105,638,10,6938.44,NA,1,2,1,4,baixo valor
6968,933,189,24,162,125,88.50423718670197,485,6,565.5,NA,3,2,1,6,médio valor
6969,954,83,48,135,88.66666666666667,43.77594468807422,688,4,496.8,NA,1,2,1,4,baixo valor
6971,954,71,141,53,88.33333333333333,46.49014232429638,245,17,7718.82,NA,3,2,1,6,médio valor
6972,953,3,1,1,1.6666666666666667,1.1547005383792515,849,33,31738.09,NA,1,2,1,4,baixo valor
6975,943,3,2,2,2.3333333333333335,0.5773502691896257,247,52,77424.83,NA,3,2,1,6,médio valor
6977,951,14,13,8,11.666666666666666,3.2145502536643185,9,56,45329.07,14,3,1,1,5,médio valor
6979,950,8,49,8,21.666666666666668,23.671361036774655,769,9,5290.28,NA,1,2,1,4,baixo valor
6983,947,135,20,9,54.666666666666664,69.78777352325645,579,8,3818.1,NA,1,2,1,4,baixo valor
6984,946,7,21,1,9.666666666666666,10.263202878893768,49,30,25904.48,51,3,2,1,6,médio valor
6986,946,140,104,38,94,51.73006862551025,664,4,588.6,NA,1,2,1,4,baixo valor
6987,946,1,6,4,3.6666666666666665,2.516611478423583,1,34,70016.5,3,3,2,1,6,médio valor
6989,932,39,51,41,43.666666666666664,6.429100507328637,492,8,16105.3,NA,3,2,1,6,médio valor
7001,939,128,20,30,59.333333333333336,59.67690787342566,628,5,1019.54,NA,1,2,1,4,baixo valor
7002,940,41,25,6,24,17.52141546793523,475,12,4012.48,NA,3,2,1,6,médio valor
7003,940,19,23,13,18.333333333333332,5.033222956847166,700,7,12187.5,720,1,2,1,4,baixo valor
7004,940,50,25,30,35,13.228756555322953,806,5,2150.52,NA,1,2,1,4,baixo valor
7010,938,13,17,47,25.666666666666668,18.583146486355137,462,15,3938.16,NA,3,2,1,6,médio valor
7021,834,18,97,21,45.333333333333336,44.76978147515725,698,4,669.36,NA,1,2,1,4,baixo valor
7022,936,24,15,69,36,28.930952282978865,828,4,1707.6,NA,1,2,1,4,baixo valor
7023,933,17,12,15,14.666666666666666,2.516611478423583,754,12,5608.5,NA,1,2,1,4,baixo valor
7024,933,42,64,35,47,15.132745950421556,747,5,3343,NA,1,2,1,4,baixo valor
7026,931,181,57,5,81,90.42123644365851,688,4,797.51,NA,1,2,1,4,baixo valor
7027,931,84,105,6,65,52.16320542297991,218,9,2466.46,NA,3,2,1,6,médio valor
7038,931,71,49,57,59,11.135528725660043,469,7,1412.4,NA,3,2,1,6,médio valor
7042,929,29,118,31,59.333333333333336,50.816663933530045,89,30,27558.8,NA,3,2,1,6,médio valor
7046,930,7,7,3,5.666666666666667,2.309401076758503,877,9,2028.9,NA,1,2,1,4,baixo valor
7049,922,5,19,10,11.333333333333334,7.094598884597588,772,7,1856.2,NA,1,2,1,4,baixo valor
7050,919,12,8,45,21.666666666666668,20.305992547357377,518,17,7924.41,NA,3,2,1,6,médio valor
7051,925,17,9,20,15.333333333333334,5.686240703077327,2,42,7416.04,23,3,2,1,6,médio valor
7053,922,16,15,4,11.666666666666666,6.658328118479393,5,47,45970.54,25,3,2,1,6,médio valor
7055,925,8,148,7,54.333333333333336,81.11925377697537,287,14,9569.73,NA,3,2,1,6,médio valor
7056,925,58,249,179,162,96.62815324738438,76,14,2771.3,NA,3,2,1,6,médio valor
7058,925,41,135,54,76.66666666666667,50.934598588124096,454,11,2549.81,NA,3,2,1,6,médio valor
7063,924,8,63,25,32,28.160255680657446,78,57,28666.19,NA,3,1,1,5,médio valor
7066,736,66,48,60,58,9.16515138991168,83,15,3196.1400000000003,90,3,2,1,6,médio valor
7070,919,2,19,3,8,9.539392014169456,243,28,43593.61,NA,3,2,1,6,médio valor
7071,919,51,93,763,302.3333333333333,399.5013558591927,12,4,1648,38,3,2,1,6,médio valor
7073,916,8,5,10,7.666666666666667,2.516611478423583,762,13,8912.41,NA,1,2,1,4,baixo valor
7074,918,81,81,310,157.33333333333334,132.2132116444243,187,15,17453.27,NA,3,2,1,6,médio valor
7077,846,54,36,92,60.666666666666664,28.589042189855423,43,38,40259.21,NA,3,2,1,6,médio valor
7081,917,22,20,7,16.333333333333332,8.144527815247077,582,8,13556.45,NA,1,2,1,4,baixo valor
7083,910,1,58,160,73,80.55432949258531,264,12,6827.19,NA,3,2,1,6,médio valor
7085,917,19,21,23,21,2,798,7,1602.8600000000001,NA,1,2,1,4,baixo valor
7087,916,71,70,104,81.66666666666667,19.347695814575268,504,8,2818.92,NA,3,2,1,6,médio valor
7088,915,83,1,43,42.333333333333336,41.00406483915141,538,12,7873.93,NA,3,2,1,6,médio valor
7090,911,271,49,29,116.33333333333333,134.31803055931596,247,42,20891.83,NA,3,2,1,6,médio valor
7091,909,6,6,1,4.333333333333333,2.886751345948129,610,22,17763.99,NA,1,2,1,4,baixo valor
7094,897,57,6,5,22.666666666666668,29.737742572921256,798,5,1811.64,NA,1,2,1,4,baixo valor
7097,702,357,22,42,140.33333333333334,187.90511790085264,1,8,5919.58,55,3,2,1,6,médio valor
7098,891,8,6,21,11.666666666666666,8.144527815247077,15,25,16150.97,22,3,2,1,6,médio valor
7099,834,5,32,84,40.333333333333336,40.15387071420803,315,18,44221.7,NA,3,2,1,6,médio valor
7105,909,52,13,41,35.333333333333336,20.108041509140897,384,15,2487.25,NA,3,2,1,6,médio valor
7111,869,38,80,91,69.66666666666667,27.970222261064237,660,4,2190.2200000000003,NA,1,2,1,4,baixo valor
7112,902,9,4,14,9,5,0,53,38342.83,NA,3,2,1,6,médio valor
7113,904,48,55,43,48.666666666666664,6.027713773341708,716,5,969.05,NA,1,2,1,4,baixo valor
7114,902,29,27,35,30.333333333333332,4.163331998932265,27,40,19329.39,28,3,2,1,6,médio valor
7116,901,32,3,21,18.666666666666668,14.6401275039985,33,38,28922.969999999998,70,3,2,1,6,médio valor
7118,903,17,136,18,57,68.4178339323893,709,5,1572.52,NA,1,2,1,4,baixo valor
7121,898,16,12,14,14,2,7,94,34656.73,21,3,1,1,5,médio valor
7125,510,67,80,39,62,20.952326839756964,324,4,6727.43,NA,3,2,1,6,médio valor
7129,901,44,56,35,45,10.535653752852738,47,12,11014.59,49,3,2,1,6,médio valor
7131,902,50,146,29,75,62.37788069500277,523,6,2012.2,NA,3,2,1,6,médio valor
7133,901,35,252,53,113.33333333333333,120.42563403749774,124,12,7945.259999999999,NA,3,2,1,6,médio valor
7136,901,14,5,1,6.666666666666667,6.658328118479393,2,11,25219.35,28,3,2,1,6,médio valor
7137,898,296,70,60,142,133.46160496562297,209,12,2685.55,229,3,2,1,6,médio valor
7139,897,50,48,14,37.333333333333336,20.231987873991358,785,4,1337.6,NA,1,2,1,4,baixo valor
7140,896,28,21,18,22.333333333333332,5.131601439446884,663,14,5802.35,NA,1,2,1,4,baixo valor
7143,897,15,12,20,15.666666666666666,4.041451884327381,1,59,32695.88,16,3,1,1,5,médio valor
7145,897,56,162,70,96,57.584720195551874,482,6,916,NA,3,2,1,6,médio valor
7147,881,44,19,182,81.66666666666667,87.7857239722572,594,6,2163.83,NA,1,2,1,4,baixo valor
7149,896,100,95,90,95,5,84,14,2644.35,120,3,2,1,6,médio valor
7151,896,68,62,51,60.333333333333336,8.621678104251709,681,5,949.6500000000001,NA,1,2,1,4,baixo valor
7152,896,20,3,18,13.666666666666666,9.291573243177568,573,24,32812.89,NA,1,2,1,4,baixo valor
7153,895,24,36,47,35.666666666666664,11.503622617824933,537,11,5262.88,NA,3,2,1,6,médio valor
7156,895,42,48,81,57,21,478,8,3088.6,NA,3,2,1,6,médio valor
7157,894,31,88,2,40.333333333333336,43.75309512861157,440,25,14752.29,NA,3,2,1,6,médio valor
7158,894,29,5,6,13.333333333333334,13.576941236277534,14,66,40367.33,30,3,1,1,5,médio valor
7159,894,172,13,75,86.66666666666667,80.1394617734193,411,11,8097.4,NA,3,2,1,6,médio valor
7160,875,33,1,7,13.666666666666666,17.009801096230763,15,97,82387.41,21,3,1,1,5,médio valor
7161,890,21,6,2,9.666666666666666,10.016652800877813,15,30,12989.6,NA,3,2,1,6,médio valor
7163,890,363,22,34,139.66666666666666,193.50538321538585,443,5,1495.4,NA,3,2,1,6,médio valor
7165,889,92,18,66,58.666666666666664,37.5410886008029,316,8,1688.58,NA,3,2,1,6,médio valor
7166,889,63,172,125,120,54.67174773134658,485,5,1081,NA,3,2,1,6,médio valor
7167,890,11,12,19,14,4.358898943540674,47,49,43176.67,94,3,2,1,6,médio valor
7168,880,41,14,116,57,52.848841046895245,16,46,17783.63,NA,3,2,1,6,médio valor
7171,888,21,15,7,14.333333333333334,7.023769168568493,845,4,1641.58,NA,1,2,1,4,baixo valor
7173,889,176,34,9,73,90.07219326740079,252,30,34163.8,NA,3,2,1,6,médio valor
7176,888,1,48,15,21.333333333333332,24.13158373031769,708,13,10478.85,NA,1,2,1,4,baixo valor
7178,887,21,20,5,15.333333333333334,8.962886439832502,463,24,13924.32,NA,3,2,1,6,médio valor
7179,883,36,84,13,44.333333333333336,36.22614157391501,34,26,24760.239999999998,43,3,2,1,6,médio valor
